ברקוד,מותג,יצרן,שם מוצר,מועד עדכון ברקודים,סטאטוס סימון,category
195480030088.0,אופמהיימר,"משווק ע""י סידס",אופנהיימר צמקאו מריר 300 גרם,ברקודים חדשים,,Groceries
611745282172.0,או - שמונה בייבי,או - שמונה בייבי,"שמפו אל דמע 400 מ""ל",ברקודים חדשים,,Bathroom
611745282189.0,או - שמונה בייבי,או - שמונה בייבי,"סבון רחצה 400 מ""ל",ברקודים חדשים,,Bathroom
611745282196.0,או - שמונה בייבי,או - שמונה בייבי,שמן אמבט 400 מל,ברקודים חדשים,,Pantry
611745282202.0,או - שמונה בייבי,או - שמונה בייבי,ערכת מתנה: סבון שמפו שמן מוס,ברקודים חדשים,,Pantry
611745282257.0,או - שמונה בייבי,או - שמונה בייבי,ערכת מתנה: סבון שמפו מוס תחליב,ברקודים חדשים,,Bathroom
611745284770.0,או - שמונה בייבי,או - שמונה בייבי,ערכת מתנה: סבון שמפו תחליב תפרחת,ברקודים חדשים,,Bathroom
729000047034.0,תנובה,תנובה,רוקפור (גליל) חריץ 26%,ברקודים חדשים,,Groceries
729000051956.0,תנובה,תנובה,טל העמק חריץ במשקל 9%,ברקודים חדשים,,Groceries
729000052311.0,מלח הארץ,מלח הארץ,"מלח הארץ ים יבש 1 ק""ג (קרטון)",ברקודים חדשים,,Groceries
729000052312.0,מלח הארץ,מלח הארץ,מלח הארץ מלח הים האדום 250 גרם,ברקודים חדשים,,Groceries
729000052322.0,מלח הארץ,מלח הארץ,מלח הארץ - מלח הים האדום 500 גרם,ברקודים חדשים,,Groceries
729000052351.0,מלח הארץ,מלח הארץ,מלח הארץ מופחת נתרן 250 גרם,ברקודים חדשים,,Groceries
729000052352.0,מלח הארץ,מלח הארץ,מלח הארץ - מלח הים האדום מועשר ביוד 250 גרם,ברקודים חדשים,,Groceries
729000052380.0,מלח הארץ,מלח הארץ,"מלח הארץ - צנצנת 1 ק""ג מלח עדין",ברקודים חדשים,,Groceries
729000052381.0,מלח הארץ,מלח הארץ,"מלח הארץ - צנצנת 1 ק""ג מלח גס",ברקודים חדשים,,Groceries
729000270368.0,כוורת עין חרוד,כוורת עין חרוד,דבש פרחי בר,ברקודים חדשים,,Groceries
729000406301.0,מלח הארץ,מלח הארץ,"מלח שולחן מעולה ""סלית"" 1 ק""ג",ברקודים חדשים,,Groceries
729000406309.0,מלח הארץ,מלח הארץ,"מלח קריסטל למדיח כלים 2 ק""ג",ברקודים חדשים,,Kitchen
729000406311.0,מלח הארץ,מלח הארץ,"מלח מטבח 1 ק""ג",ברקודים חדשים,,Groceries
729000406321.0,מלח הארץ,מלח הארץ,"מלח מטבח ""גביש"" 1 ק""ג",ברקודים חדשים,,Groceries
729000406406.0,מלח הארץ,מלח הארץ,מטחנה מלח ים ותבלינים לגריל,ברקודים חדשים,,Groceries
729000406407.0,מלח הארץ,מלח הארץ,מטחנה מלח ים ותבלינים בניחוח איטלקי,ברקודים חדשים,,Groceries
729000406408.0,מלח הארץ,מלח הארץ,מטחנה מלח ים טבעי- מלח גולמי ללא עיבוד.,ברקודים חדשים,,Groceries
729000406410.0,מלח הארץ,מלח הארץ,מטחנה מלח ים ועשבי תיבול,ברקודים חדשים,,Groceries
729000460317.0,מלח הארץ,מלח הארץ,מלח הארץ - מלח הים האדום 500 גרם גס,ברקודים חדשים,,Groceries
729000698642.0,המברשת רוחמה,המברשת רוחמה,"מברשת שטיפת מכוניות 30 ס""מ",ברקודים חדשים,,Groceries
729001596945.0,ביסקול,מפיץ שטראוס,סוכרזית סוכרלוז  25 שקיות (גרפיקה מנוקדת)- ,ברקודים חדשים,מסמן בפועל,Kitchen
729607321637.0,יקבי ירושלים,שופרסל,"תירוש 750 מ""ל ",ברקודים חדשים,,Groceries
787068101237.0,המברשת רוחמה,המברשת רוחמה,דלי צבעוני 19 ליטר עם מכסה,ברקודים חדשים,,Groceries
960860015432.0,מצות אביב,200 גרם,עוגיות קלות אביבה ללא סוכר מקמח מלא,ברקודים חדשים,מסמן בפועל,Bakery
2900004120573.0,תנובה,תנובה,פיראוס בולגרית גביע 250 ג %16,ברקודים חדשים,,Groceries
4043400502916.0,המברשת רוחמה,המברשת רוחמה,מטאטא קרצוף שרובר מאי,ברקודים חדשים,,Groceries
4043400502916.0,המברשת רוחמה,המברשת רוחמה,מטאטא קרצוף שרובר מאי,ברקודים חדשים,,Groceries
4043400531909.0,המברשת רוחמה,המברשת רוחמה,מטאטא מאי גוף פלסטיק,ברקודים חדשים,,Groceries
4043400531909.0,המברשת רוחמה,המברשת רוחמה,מטאטא מאי גוף פלסטיק,ברקודים חדשים,,Groceries
7290000005059.0,א.ל יצור תבלינים - תבליני מימון,"תבלינים 1 ק""ג",צ'ילי גרוס 800 גרם צנצנת,ברקודים חדשים,,Groceries
7290000023748.0,טמפו,פרמייר,"דומיין אדום 750 מ""ל",ברקודים חדשים,,Groceries
7290000023755.0,טמפו,פרמייר,"דומיין לבן 750 מ""ל 2010",ברקודים חדשים,,Groceries
7290000023779.0,טמפו,קלאסיק,קלאסיק ארגמן,ברקודים חדשים,,Groceries
7290000023786.0,טמפו,רזרב,"רזרב אמרלד ריזלינג 500 מ""ל",ברקודים חדשים,,Groceries
7290000023809.0,טמפו,קלאסיק,קלאסיק קברנה סוביניון,ברקודים חדשים,,Groceries
7290000023816.0,טמפו,קלאסיק,קלאסיק אמרלד ריזלינג,ברקודים חדשים,,Groceries
7290000023823.0,טמפו,קלאסיק,קלאסיק סוביניון בלאן,ברקודים חדשים,,Groceries
7290000023830.0,טמפו,קלאסיק,קלאסיק שיראז רוזה,ברקודים חדשים,,Groceries
7290000023847.0,טמפו,קלאסיק,קלאסיק שרדונה,ברקודים חדשים,,Groceries
7290000023915.0,טמפו,קלאסיק,"קלאסיק קברנה סובניון 187 מ""ל",ברקודים חדשים,,Groceries
7290000023953.0,טמפו,קלאסיק,"קלאסיק פטיט סירה 750 מ""ל",ברקודים חדשים,,Groceries
7290000023960.0,טמפו,קלאסיק,"קלאסיק שיראז  750 מ""ל",ברקודים חדשים,,Groceries
7290000023977.0,טמפו,קלאסיק,קלאסיק מרלו,ברקודים חדשים,,Groceries
7290000023984.0,טמפו,קלאסיק,קלאסיק פינוטאז,ברקודים חדשים,,Groceries
7290000024172.0,טמפו,רזרב,"רזרב קברנה סוביניון 500 מ""ל",ברקודים חדשים,,Groceries
7290000024202.0,טמפו,ספיישל רזרב,"רזרב קברנה סוביניון 750 מ""ל",ברקודים חדשים,,Groceries
7290000024219.0,טמפו,רזרב,"רזרב אמרלד ריזילינג 750 מ""ל 2010",ברקודים חדשים,,Groceries
7290000024226.0,טמפו,ספיישל רזרב,"רזרב סובניון בלאן 750 מ""ל 12 יח",ברקודים חדשים,,Groceries
7290000024233.0,טמפו,רזרב,"רזרב שיראז 750 מ""ל 12 יח",ברקודים חדשים,,Groceries
7290000024240.0,טמפו,רזרב,"רזרב שרדונה 750 מ""ל 12 יח",ברקודים חדשים,,Groceries
7290000024264.0,טמפו,ספיישל רזרב,"רזרב מרלו 750 מ""ל 2010",ברקודים חדשים,,Groceries
7290000024288.0,טמפו,ספיישל רזרב,"רזרב פינוטאז' 750 מ""ל",ברקודים חדשים,,Groceries
7290000024318.0,טמפו,סופרייר,"סופרייר מרלו 750 מ""ל 2007",ברקודים חדשים,,Groceries
7290000024325.0,טמפו,סופרייר,"סופרייר קברנה סוביניון 750 מ""ל 2007",ברקודים חדשים,,Groceries
7290000024394.0,טמפו,סופרייר,"סופרייר פינוטאז' 750 מ""ל 2008",ברקודים חדשים,,Groceries
7290000024431.0,טמפו,תירוש של סגל,"פרי הגפן מיץ ענבים 750 מ""ל",ברקודים חדשים,,Beverages
7290000024448.0,טמפו,יין מתוק של סגל,"גליה מתוק 375 מ""ל",ברקודים חדשים,,Groceries
7290000024455.0,טמפו,יין מתוק של סגל,"גליה מתוק 187 מ""ל",ברקודים חדשים,,Groceries
7290000024516.0,טמפו,אסמבלאז',"אסמבלאז' ריחן לבן 750 מ""ל",ברקודים חדשים,,Groceries
7290000024523.0,טמפו,תירוש של סגל,תירוש של סגל 1 ליטר,ברקודים חדשים,,Groceries
7290000024530.0,טמפו,יין מתוק של סגל,"גליה מתוק 750 מ""ל",ברקודים חדשים,,Groceries
7290000024554.0,טמפו,אסמבלאז',"אסמבלאז' ריחן 750 מ""ל 2008",ברקודים חדשים,,Groceries
7290000024561.0,טמפו,אסמבלאז',"אסמבלאז' איתן 750 מ""ל 2008",ברקודים חדשים,,Groceries
7290000024578.0,טמפו,אסמבלאז',"אסמבלאז' צפית 750 מ""ל 2010",ברקודים חדשים,,Groceries
7290000024837.0,טמפו,סופרייר,"סופרייר פטי  ורדו 750 מ""ל",ברקודים חדשים,,Groceries
7290000024844.0,טמפו,אלטיטיוד,אלטיטיוד 585+ קברנה סוביניון 2011,ברקודים חדשים,,Groceries
7290000024851.0,טמפו,ספיישל רזרב,ספיישל רזרב מרסלאן 750 2013,ברקודים חדשים,,Groceries
7290000025056.0,טמפו,פרמייר,"דומיין תבור קברנה סוביניון 750 מ""ל 2010",ברקודים חדשים,,Groceries
7290000025063.0,טמפו,פרמייר,"דומיין לטרון מרלו 750 מ""ל 2010",ברקודים חדשים,,Groceries
7290000025131.0,טמפו,אלטיטיוד,"אלטיטיוד קברנה 412 750 מ""ל 2008",ברקודים חדשים,,Groceries
7290000025148.0,טמפו,אלטיטיוד,"אלטיטיוד קברנה 720 - 750 מ""ל 2008",ברקודים חדשים,,Groceries
7290000025155.0,טמפו,אלטיטיוד,"אלטיטיוד קברנה 624- 750 מ""ל 2008",ברקודים חדשים,,Groceries
7290000025193.0,טמפו,אלטיטיוד,"אלטיטיוד מרלו 711 - 750 מ""ל",ברקודים חדשים,,Groceries
7290000040301.0,תנובה,תנובה,קממבר עין גדי חפיסה 24%,ברקודים חדשים,,Groceries
7290000040318.0,תנובה,תנובה,ברי עדי חפיסה 24%  125 גרם,ברקודים חדשים,,Groceries
7290000040974.0,תנובה,תנובה,חלב טרי דל לקטוז 1 ליטר 2%,ברקודים חדשים,,Dairy
7290000041445.0,תנובה,תנובה,קוטג תנובה גביע 250 גר5% בדצ,ברקודים חדשים,,Groceries
7290000041452.0,תנובה,תנובה,קוטג תנובה גביע 250 גר 9% בדצ,ברקודים חדשים,,Groceries
7290000041858.0,יטבתה,יטבתה,שמנת חמוצה 15% מועשרת מהדרין,ברקודים חדשים,,Dairy
7290000041865.0,יטבתה,יטבתה,לבן 4.5% שומן- מהדרין,ברקודים חדשים,,Groceries
7290000041872.0,יטבתה,יטבתה,לבן 3% שומן- מהדרין,ברקודים חדשים,,Groceries
7290000042008.0,תנובה,תנובה,חלב תנובה טרי שקית 1 ליטר%3,ברקודים חדשים,,Dairy
7290000042015.0,תנובה,תנובה,חלב תנובה טרי שקית 1 ליטר 3% בדצ,ברקודים חדשים,,Dairy
7290000042022.0,תנובה,תנובה,משקה חלב בטעם וניל 1% קרטון 1 ליטר,ברקודים חדשים,,Dairy
7290000042176.0,תנובה,תנובה,חלב תנובה טרי כד 2 ל %1,ברקודים חדשים,,Dairy
7290000042244.0,תנובה,תנובה,חלב תנובה טרי כד 2 ל %3,ברקודים חדשים,,Dairy
7290000042404.0,יטבתה,יטבתה,חלב שקית מהדרין 3% מועשר,ברקודים חדשים,כן,Dairy
7290000042411.0,יטבתה,יטבתה,חלב 1 ל. 3% קרטון,ברקודים חדשים,כן,Dairy
7290000042435.0,תנובה,תנובה,חלב תנובה טרי קרט+ פקק 1ל %1,ברקודים חדשים,,Dairy
7290000042442.0,תנובה,תנובה,חלב תנובה טרי קרט+פקק 1ל %3,ברקודים חדשים,,Dairy
7290000042466.0,תנובה,תנובה,משקה חלב מעושר %1 קרטון 1 ליטר,ברקודים חדשים,,Dairy
7290000042503.0,תנובה,תנובה,חלב עמיד קרטון 1ל %3,ברקודים חדשים,,Dairy
7290000042541.0,תנובה,תנובה,חלב עמיד קרטון דל שומן 1 ל' %1,ברקודים חדשים,,Dairy
7290000042640.0,תנובה,תנובה,חלב עמיד קרטון 250 מל  %3,ברקודים חדשים,,Dairy
7290000042671.0,תנובה,תנובה,חלב עמיד %3 קרטון 1 ל בהכשר בדצ,ברקודים חדשים,,Dairy
7290000042961.0,יטבתה,יטבתה,"מוקה יטבתה קרטון 500 מ""ל מהדרין",ברקודים חדשים,,Groceries
7290000043111.0,תנובה,תנובה,חמאה מפוסטרת חבילה 200 גר,ברקודים חדשים,,Groceries
7290000043814.0,תנובה,תנובה,שמנת להקצפה 38% 250 מל עמיד השף הלבן,ברקודים חדשים,,Dairy
7290000043890.0,תנובה,תנובה,רוויון קרטון 1 ליטר %1.5,ברקודים חדשים,,Groceries
7290000043944.0,תנובה,תנובה,יוגורט תנובה כד 1.5 ליטר  4%,ברקודים חדשים,,Dairy
7290000045399.0,תנובה,תנובה,ניר משולשים 200 %26 טנא,ברקודים חדשים,,Groceries
7290000045580.0,תנובה,תנובה,נעמה חורש משולשים 240 גרם 25%,ברקודים חדשים,,Groceries
7290000045771.0,תנובה,תנובה,יוגורט תנובה כד 3 ליטר 4%,ברקודים חדשים,,Dairy
7290000045917.0,תנובה,תנובה,פרומעז גבינת עזים גליל  23%,ברקודים חדשים,,Groceries
7290000046020.0,תנובה,תנובה,גלבוע חריץ במשקל %22,ברקודים חדשים,,Groceries
7290000046327.0,תנובה,תנובה,גלבוע פרוס 200 גרם %22,ברקודים חדשים,,Groceries
7290000046549.0,תנובה,תנובה,מוצרלה חריץ מהדרין 20%,ברקודים חדשים,,Groceries
7290000046563.0,תנובה,תנובה,פרמזן גבע חריץ 23%,ברקודים חדשים,,Groceries
7290000047027.0,תנובה,תנובה,קצקבל (גלעד) חריץ 28%,ברקודים חדשים,,Groceries
